No.,Time,Source,Source port,Destination,Protocol,Destination port,Length,Info,Date time
114,37.593166,192.168.0.114,2890,10.0.0.15,TCP,611,76,Info_126,2025-05-06 18:12:44
115,16.166754,192.168.0.180,1518,10.0.0.146,UDP,1216,77,Info_852,2025-05-06 18:12:45
116,35.191772,192.168.0.122,2944,10.0.0.17,UDP,672,105,Info_996,2025-05-06 18:12:46
117,17.20602,192.168.0.210,1625,10.0.0.145,UDP,1147,94,Info_692,2025-05-06 18:12:47
118,39.054413,192.168.0.79,2872,10.0.0.247,UDP,609,96,Info_20,2025-05-06 18:12:48
119,26.190334,192.168.0.66,2068,10.0.0.176,UDP,1028,94,Info_920,2025-05-06 18:12:49
120,39.692802,192.168.0.235,2659,10.0.0.205,UDP,646,86,Info_188,2025-05-06 18:12:50
121,33.971615,192.168.0.167,2449,10.0.0.195,UDP,839,100,Info_194,2025-05-06 18:12:51
122,37.755375,192.168.0.232,2686,10.0.0.203,UDP,706,110,Info_110,2025-05-06 18:12:52
123,36.32558,192.168.0.229,2679,10.0.0.201,UDP,744,123,Info_994,2025-05-06 18:12:53
124,38.241356,192.168.0.4,2803,10.0.0.200,UDP,670,131,Info_716,2025-05-06 18:12:54
125,37.949234,192.168.0.6,2816,10.0.0.199,UDP,688,139,Info_574,2025-05-06 18:12:55
126,37.15798,192.168.0.11,2840,10.0.0.196,UDP,692,152,Info_156,2025-05-06 18:12:56
127,35.06531,192.168.0.3,2817,10.0.0.190,UDP,726,168,Info_376,2025-05-06 18:12:57
128,33.871563,192.168.0.6,2832,10.0.0.185,ICMP,728,182,Info_824,2025-05-06 18:12:58
129,34.195198,192.168.0.18,2881,10.0.0.185,ICMP,714,190,Info_828,2025-05-06 18:12:59
130,36.215275,192.168.0.40,2977,10.0.0.186,ICMP,676,194,Info_520,2025-05-06 18:13:00
131,38.735737,192.168.0.65,3093,10.0.0.187,ICMP,639,194,Info_578,2025-05-06 18:13:01
132,40.273697,192.168.0.88,3197,10.0.0.190,ICMP,629,196,Info_708,2025-05-06 18:13:02
133,40.068893,192.168.0.103,3255,10.0.0.188,ICMP,617,207,Info_734,2025-05-06 18:13:03
134,38.985687,192.168.0.112,3285,10.0.0.182,ICMP,605,222,Info_968,2025-05-06 18:13:04
135,38.223934,192.168.0.125,3326,10.0.0.177,ICMP,582,238,Info_844,2025-05-06 18:13:05
136,38.10553,192.168.0.142,3380,10.0.0.175,ICMP,557,250,Info_36,2025-05-06 18:13:06
137,38.3336,192.168.0.155,3437,10.0.0.171,ICMP,539,258,Info_674,2025-05-06 18:13:07
138,38.202465,192.168.0.161,3472,10.0.0.165,ICMP,538,265,Info_558,2025-05-06 18:13:08
139,37.494503,192.168.0.161,3487,10.0.0.157,TCP,546,273,Info_236,2025-05-06 18:13:09
140,36.70629,192.168.0.157,3498,10.0.0.147,TCP,558,279,Info_736,2025-05-06 18:13:10
141,37.401695,192.168.0.170,3562,10.0.0.143,TCP,546,284,Info_40,2025-05-06 18:13:11
142,39.25425,192.168.0.191,3658,10.0.0.142,TCP,520,286,Info_290,2025-05-06 18:13:12
143,41.84012,192.168.0.211,3757,10.0.0.140,TCP,497,284,Info_822,2025-05-06 18:13:13
144,44.07236,192.168.0.221,3811,10.0.0.138,TCP,491,282,Info_128,2025-05-06 18:13:14
145,44.64706,192.168.0.229,3862,10.0.0.130,TCP,482,287,Info_776,2025-05-06 18:13:15
146,43.481888,192.168.0.236,3908,10.0.0.118,TCP,472,299,Info_580,2025-05-06 18:13:16
147,42.316673,192.168.0.244,3950,10.0.0.108,TCP,457,312,Info_602,2025-05-06 18:13:17
148,42.220795,192.168.0.1,3998,10.0.0.103,TCP,434,322,Info_82,2025-05-06 18:13:18
149,43.334694,192.168.0.16,4059,10.0.0.100,TCP,411,326,Info_20,2025-05-06 18:13:19
150,44.731808,192.168.0.29,4131,10.0.0.94,TCP,395,327,Info_326,2025-05-06 18:13:20
151,45.711033,192.168.0.36,4189,10.0.0.85,TCP,386,328,Info_292,2025-05-06 18:13:21
152,46.179413,192.168.0.43,4241,10.0.0.75,TCP,377,332,Info_200,2025-05-06 18:13:22
153,46.885902,192.168.0.60,4314,10.0.0.69,TCP,349,336,Info_310,2025-05-06 18:13:23
154,48.391903,192.168.0.88,4427,10.0.0.65,TCP,296,337,Info_728,2025-05-06 18:13:24
155,50.795704,192.168.0.126,4573,10.0.0.61,UDP,219,334,Info_282,2025-05-06 18:13:25
156,52.882557,192.168.0.156,4697,10.0.0.55,UDP,148,329,Info_822,2025-05-06 18:13:26
157,53.602444,192.168.0.171,4770,10.0.0.45,UDP,115,328,Info_660,2025-05-06 18:13:27
158,52.401627,192.168.0.168,4784,10.0.0.33,UDP,130,337,Info_282,2025-05-06 18:13:28
159,50.281506,192.168.0.160,4765,10.0.0.22,UDP,168,350,Info_710,2025-05-06 18:13:29
160,48.812294,192.168.0.161,4767,10.0.0.14,UDP,183,361,Info_954,2025-05-06 18:13:30
161,48.85436,192.168.0.172,4814,10.0.0.8,UDP,165,365,Info_256,2025-05-06 18:13:31
162,50.043278,192.168.0.187,4895,10.0.0.254,UDP,126,361,Info_852,2025-05-06 18:13:32
163,51.417595,192.168.0.194,4976,10.0.0.237,UDP,88,353,Info_184,2025-05-06 18:13:33
164,52.081413,192.168.0.197,5037,10.0.0.219,UDP,68,347,Info_384,2025-05-06 18:13:34
165,51.856537,192.168.0.197,5076,10.0.0.203,UDP,68,348,Info_832,2025-05-06 18:13:35
166,51.66592,192.168.0.206,5121,10.0.0.194,ICMP,56,350,Info_246,2025-05-06 18:13:36
167,51.87892,192.168.0.222,5182,10.0.0.187,ICMP,23,352,Info_246,2025-05-06 18:13:37
168,52.11038,192.168.0.3,5244,10.0.0.178,ICMP,12,352,Info_344,2025-05-06 18:13:38
169,51.49607,192.168.0.7,5277,10.0.0.167,ICMP,18,355,Info_982,2025-05-06 18:13:39
170,49.43965,192.168.0.229,5261,10.0.0.154,ICMP,27,365,Info_722,2025-05-06 18:13:40
171,46.60565,192.168.0.201,5197,10.0.0.140,ICMP,104,378,Info_878,2025-05-06 18:13:41
172,44.245644,192.168.0.184,5152,10.0.0.131,ICMP,155,390,Info_730,2025-05-06 18:13:42
173,43.516,192.168.0.186,5170,10.0.0.125,ICMP,159,395,Info_376,2025-05-06 18:13:43
174,44.35645,192.168.0.201,5238,10.0.0.118,ICMP,123,392,Info_798,2025-05-06 18:13:44
175,45.382202,192.168.0.221,5320,10.0.0.108,ICMP,68,385,Info_778,2025-05-06 18:13:45
176,45.438725,192.168.0.226,5369,10.0.0.91,ICMP,50,380,Info_74,2025-05-06 18:13:46
177,44.474297,192.168.0.222,5386,10.0.0.76,ICMP,64,381,Info_90,2025-05-06 18:13:47
178,42.822414,192.168.0.215,5375,10.0.0.69,ICMP,98,389,Info_136,2025-05-06 18:13:48
179,41.560905,192.168.0.212,5383,10.0.0.64,ICMP,116,394,Info_944,2025-05-06 18:13:49
180,40.918236,192.168.0.216,5410,10.0.0.61,TCP,121,397,Info_632,2025-05-06 18:13:50
181,40.018814,192.168.0.214,5426,10.0.0.55,TCP,142,399,Info_150,2025-05-06 18:13:51
182,38.407665,192.168.0.201,5416,10.0.0.42,TCP,193,402,Info_170,2025-05-06 18:13:52
183,36.14238,192.168.0.175,5370,10.0.0.29,TCP,284,406,Info_540,2025-05-06 18:13:53
184,33.931988,192.168.0.153,5324,10.0.0.21,TCP,378,410,Info_976,2025-05-06 18:13:54
185,32.646446,192.168.0.146,5318,10.0.0.20,TCP,428,413,Info_52,2025-05-06 18:13:55
186,32.842655,192.168.0.160,5365,10.0.0.19,TCP,406,414,Info_782,2025-05-06 18:13:56
187,33.682674,192.168.0.180,5432,10.0.0.11,TCP,343,412,Info_36,2025-05-06 18:13:57
188,34.14702,192.168.0.195,5492,10.0.0.234,TCP,291,411,Info_222,2025-05-06 18:13:58
189,33.56467,192.168.0.198,5518,10.0.0.224,TCP,294,411,Info_512,2025-05-06 18:13:59
190,32.126087,192.168.0.193,5509,10.0.0.223,TCP,352,413,Info_596,2025-05-06 18:14:00
191,30.441301,192.168.0.185,5484,10.0.0.234,TCP,447,418,Info_208,2025-05-06 18:14:01
192,29.322248,192.168.0.183,5482,10.0.0.16,TCP,535,423,Info_348,2025-05-06 18:14:02
193,28.81251,192.168.0.187,5496,10.0.0.27,TCP,585,425,Info_520,2025-05-06 18:14:03
194,28.226227,192.168.0.188,5510,10.0.0.29,TCP,619,427,Info_456,2025-05-06 18:14:04
195,27.107304,192.168.0.180,5509,10.0.0.23,TCP,670,428,Info_324,2025-05-06 18:14:05
196,25.577576,192.168.0.165,5501,10.0.0.12,TCP,743,429,Info_366,2025-05-06 18:14:06
197,25.055677,192.168.0.167,5522,10.0.0.9,TCP,764,431,Info_774,2025-05-06 18:14:07
198,25.303715,192.168.0.182,5565,10.0.0.9,TCP,740,432,Info_320,2025-05-06 18:14:08
199,26.386564,192.168.0.205,5614,10.0.0.10,UDP,660,431,Info_552,2025-05-06 18:14:09
200,27.14898,192.168.0.218,5650,10.0.0.4,UDP,592,429,Info_374,2025-05-06 18:14:10
201,26.740831,192.168.0.214,5659,10.0.0.227,UDP,587,428,Info_868,2025-05-06 18:14:11
202,24.63091,192.168.0.192,5636,10.0.0.217,UDP,693,431,Info_208,2025-05-06 18:14:12
203,21.761913,192.168.0.163,5599,10.0.0.212,UDP,861,436,Info_936,2025-05-06 18:14:13
204,19.729479,192.168.0.147,5583,10.0.0.216,UDP,1002,439,Info_74,2025-05-06 18:14:14
205,18.728788,192.168.0.141,5586,10.0.0.221,UDP,1079,441,Info_614,2025-05-06 18:14:15
206,18.633778,192.168.0.145,5602,10.0.0.219,UDP,1078,442,Info_316,2025-05-06 18:14:16
207,18.217667,192.168.0.136,5587,10.0.0.206,UDP,1069,441,Info_920,2025-05-06 18:14:17
208,17.758305,192.168.0.128,5581,10.0.0.191,UDP,1061,439,Info_120,2025-05-06 18:14:18
209,16.859991,192.168.0.118,5570,10.0.0.181,UDP,1092,438,Info_410,2025-05-06 18:14:19
210,16.941269,192.168.0.127,5595,10.0.0.186,UDP,1093,438,Info_472,2025-05-06 18:14:20
211,17.330368,192.168.0.142,5633,10.0.0.197,UDP,1090,439,Info_862,2025-05-06 18:14:21
212,18.051394,192.168.0.161,5676,10.0.0.208,UDP,1067,438,Info_770,2025-05-06 18:14:22
213,17.66295,192.168.0.163,5689,10.0.0.211,UDP,1094,438,Info_976,2025-05-06 18:14:23
214,16.037912,192.168.0.149,5673,10.0.0.210,UDP,1190,439,Info_486,2025-05-06 18:14:24
215,13.088007,192.168.0.126,5619,10.0.0.216,UDP,1383,439,Info_578,2025-05-06 18:14:25
216,10.210641,192.168.0.115,5587,10.0.0.233,UDP,1571,442,Info_450,2025-05-06 18:14:26
217,8.742471,192.168.0.119,5579,10.0.0.16,UDP,1688,445,Info_460,2025-05-06 18:14:27
218,9.269829,192.168.0.136,5612,10.0.0.27,UDP,1665,446,Info_998,2025-05-06 18:14:28
219,10.218949,192.168.0.148,5641,10.0.0.27,ICMP,1592,444,Info_170,2025-05-06 18:14:29
220,10.8608675,192.168.0.154,5657,10.0.0.21,ICMP,1532,443,Info_752,2025-05-06 18:14:30
221,10.297246,192.168.0.152,5651,10.0.0.17,ICMP,1541,442,Info_708,2025-05-06 18:14:31
222,9.392174,192.168.0.154,5652,10.0.0.23,ICMP,1588,443,Info_114,2025-05-06 18:14:32
223,8.460482,192.168.0.162,5656,10.0.0.36,ICMP,1657,445,Info_774,2025-05-06 18:14:33
224,8.272989,192.168.0.179,5679,10.0.0.55,ICMP,1697,447,Info_780,2025-05-06 18:14:34
225,7.4547486,192.168.0.185,5674,10.0.0.68,ICMP,1766,448,Info_598,2025-05-06 18:14:35
226,5.465074,192.168.0.178,5633,10.0.0.75,ICMP,1900,449,Info_422,2025-05-06 18:14:36
227,2.2082403,192.168.0.159,5553,10.0.0.84,ICMP,2122,449,Info_652,2025-05-06 18:14:37
228,1.0950968,192.168.0.135,5443,10.0.0.100,ICMP,2409,448,Info_578,2025-05-06 18:14:38
229,2.0008729,192.168.0.134,5390,10.0.0.125,ICMP,2564,447,Info_310,2025-05-06 18:14:39
230,1.378958,192.168.0.154,5415,10.0.0.144,ICMP,2557,449,Info_18,2025-05-06 18:14:40
231,0.3664449,192.168.0.185,5510,10.0.0.150,TCP,2405,453,Info_522,2025-05-06 18:14:41
232,1.4124587,192.168.0.202,5575,10.0.0.144,TCP,2279,453,Info_802,2025-05-06 18:14:42
233,1.4073684,192.168.0.204,5580,10.0.0.142,TCP,2255,453,Info_964,2025-05-06 18:14:43
234,0.23103505,192.168.0.199,5537,10.0.0.149,TCP,2345,453,Info_354,2025-05-06 18:14:44
235,1.1062548,192.168.0.191,5444,10.0.0.174,TCP,2530,453,Info_514,2025-05-06 18:14:45
236,1.690428,192.168.0.194,5381,10.0.0.207,TCP,2684,452,Info_810,2025-05-06 18:14:46
237,1.5497968,192.168.0.206,5354,10.0.0.237,TCP,2765,453,Info_62,2025-05-06 18:14:47
238,1.8785284,192.168.0.216,5321,10.0.0.8,TCP,2856,452,Info_480,2025-05-06 18:14:48
239,3.4356282,192.168.0.196,5215,10.0.0.20,TCP,3020,449,Info_594,2025-05-06 18:14:49
240,4.1911645,192.168.0.191,5158,10.0.0.36,TCP,3126,447,Info_168,2025-05-06 18:14:50
241,4.896073,192.168.0.188,5107,10.0.0.51,TCP,3224,446,Info_410,2025-05-06 18:14:51
242,3.5402224,192.168.0.223,5174,10.0.0.73,TCP,3147,450,Info_50,2025-05-06 18:14:52
243,2.717571,192.168.0.6,5218,10.0.0.77,TCP,3068,453,Info_82,2025-05-06 18:14:53
244,0.9242818,192.168.0.34,5330,10.0.0.73,TCP,2894,457,Info_162,2025-05-06 18:14:54
245,0.82208365,192.168.0.28,5335,10.0.0.61,TCP,2844,457,Info_636,2025-05-06 18:14:55
246,0.33224076,192.168.0.43,5359,10.0.0.72,TCP,2823,458,Info_360,2025-05-06 18:14:56
247,1.0551021,192.168.0.53,5303,10.0.0.105,TCP,2967,457,Info_372,2025-05-06 18:14:57
248,0.3595546,192.168.0.110,5356,10.0.0.162,TCP,3000,459,Info_792,2025-05-06 18:14:58
249,0.5108431,192.168.0.141,5353,10.0.0.201,TCP,3069,456,Info_480,2025-05-06 18:14:59
250,1.890321,192.168.0.179,5422,10.0.0.226,TCP,3007,457,Info_450,2025-05-06 18:15:00
251,1.9843295,192.168.0.179,5415,10.0.0.227,TCP,2999,457,Info_260,2025-05-06 18:15:01
252,2.8240755,192.168.0.190,5450,10.0.0.229,TCP,2934,460,Info_574,2025-05-06 18:15:02
253,3.2276466,192.168.0.197,5465,10.0.0.233,TCP,2906,461,Info_326,2025-05-06 18:15:03
254,4.9357967,192.168.0.237,5557,10.0.0.249,UDP,2798,462,Info_504,2025-05-06 18:15:04
255,6.6721277,192.168.0.20,5643,10.0.0.9,UDP,2685,462,Info_844,2025-05-06 18:15:05
256,8.887489,192.168.0.64,5752,10.0.0.21,UDP,2518,462,Info_440,2025-05-06 18:15:06
257,10.0720005,192.168.0.85,5806,10.0.0.25,UDP,2418,462,Info_804,2025-05-06 18:15:07
258,10.506077,192.168.0.96,5822,10.0.0.32,UDP,2391,462,Info_252,2025-05-06 18:15:08
259,10.126765,192.168.0.101,5796,10.0.0.48,UDP,2456,461,Info_210,2025-05-06 18:15:09
260,10.16149,192.168.0.119,5783,10.0.0.75,UDP,2521,460,Info_680,2025-05-06 18:15:10
261,10.608239,192.168.0.142,5789,10.0.0.103,UDP,2553,458,Info_200,2025-05-06 18:15:11
262,11.464901,192.168.0.163,5822,10.0.0.117,UDP,2511,457,Info_620,2025-05-06 18:15:12
