No.,Time,Source,Source port,Destination,Protocol,Destination port,Length,Info,Date time
60,49.64588,192.168.0.134,1860,10.0.0.139,TCP,5996,526,Info_90,2025-05-06 17:57:17
61,13.169093,192.168.0.176,6725,10.0.0.49,UDP,3207,67,Info_938,2025-05-06 17:57:18
62,48.625107,192.168.0.105,1912,10.0.0.113,TCP,5912,520,Info_960,2025-05-06 17:57:19
63,17.20477,192.168.0.61,6693,10.0.0.187,UDP,2835,70,Info_738,2025-05-06 17:57:20
64,46.9804,192.168.0.57,1915,10.0.0.92,TCP,5834,497,Info_684,2025-05-06 17:57:21
65,20.227106,192.168.0.74,6896,10.0.0.152,UDP,2568,58,Info_836,2025-05-06 17:57:22
66,47.00013,192.168.0.33,1836,10.0.0.70,UDP,5750,494,Info_442,2025-05-06 17:57:23
67,22.472294,192.168.0.65,6932,10.0.0.123,ICMP,2612,62,Info_460,2025-05-06 17:57:24
68,46.665375,192.168.0.22,1856,10.0.0.55,UDP,5618,489,Info_274,2025-05-06 17:57:25
69,24.376793,192.168.0.98,7120,10.0.0.117,ICMP,2516,59,Info_880,2025-05-06 17:57:26
70,47.721024,192.168.0.16,1748,10.0.0.41,UDP,5588,499,Info_600,2025-05-06 17:57:27
71,26.904959,192.168.0.236,7472,10.0.0.194,ICMP,2419,27,Info_180,2025-05-06 17:57:28
72,50.103725,192.168.0.32,1677,10.0.0.31,ICMP,5618,521,Info_28,2025-05-06 17:57:29
73,29.220182,192.168.0.16,7613,10.0.0.198,ICMP,2336,20,Info_648,2025-05-06 17:57:30
74,49.222137,192.168.0.17,1674,10.0.0.18,ICMP,5500,514,Info_986,2025-05-06 17:57:31
75,30.840462,192.168.0.140,7475,10.0.0.75,TCP,2170,53,Info_294,2025-05-06 17:57:32
76,46.467487,192.168.0.240,1780,10.0.0.4,UDP,5250,472,Info_316,2025-05-06 17:57:33
77,32.667118,192.168.0.172,7731,10.0.0.54,TCP,1823,42,Info_730,2025-05-06 17:57:34
78,47.12537,192.168.0.241,1697,10.0.0.251,ICMP,5233,479,Info_198,2025-05-06 17:57:35
79,34.073193,192.168.0.4,7888,10.0.0.105,TCP,1936,32,Info_400,2025-05-06 17:57:36
80,48.142807,192.168.0.12,1701,10.0.0.243,ICMP,5204,511,Info_730,2025-05-06 17:57:37
81,34.95532,192.168.0.238,7823,10.0.0.78,UDP,1989,44,Info_808,2025-05-06 17:57:38
82,47.2844,192.168.0.8,1742,10.0.0.223,ICMP,5061,512,Info_222,2025-05-06 17:57:39
83,36.876686,192.168.0.52,8110,10.0.0.82,TCP,1634,21,Info_852,2025-05-06 17:57:40
84,48.640053,192.168.0.240,1510,10.0.0.203,TCP,5037,523,Info_844,2025-05-06 17:57:41
85,38.15469,192.168.0.47,8139,10.0.0.53,UDP,1546,24,Info_936,2025-05-06 17:57:42
86,46.468098,192.168.0.232,1591,10.0.0.175,TCP,4849,503,Info_390,2025-05-06 17:57:43
87,38.275272,192.168.0.121,7934,10.0.0.146,UDP,1231,67,Info_752,2025-05-06 17:57:44
88,39.277847,192.168.0.202,1980,10.0.0.136,TCP,4361,385,Info_694,2025-05-06 17:57:45
89,40.140003,192.168.0.119,8238,10.0.0.88,UDP,410,42,Info_996,2025-05-06 17:57:46
90,38.92395,192.168.0.174,1761,10.0.0.111,TCP,4299,365,Info_678,2025-05-06 17:57:47
91,41.25846,192.168.0.178,8359,10.0.0.113,UDP,367,22,Info_984,2025-05-06 17:57:48
92,40.711613,192.168.0.175,1545,10.0.0.78,UDP,4304,412,Info_688,2025-05-06 17:57:49
93,41.51984,192.168.0.150,8334,10.0.0.67,ICMP,420,40,Info_482,2025-05-06 17:57:50
94,38.059837,192.168.0.161,1577,10.0.0.50,UDP,4123,373,Info_714,2025-05-06 17:57:51
95,42.714542,192.168.0.146,8387,10.0.0.43,ICMP,28,13,Info_992,2025-05-06 17:57:52
96,37.604122,192.168.0.128,1337,10.0.0.21,UDP,4060,352,Info_372,2025-05-06 17:57:53
97,43.653877,192.168.0.141,8390,10.0.0.17,ICMP,249,2,Info_624,2025-05-06 17:57:54
98,35.073334,192.168.0.121,1383,10.0.0.233,UDP,3913,320,Info_886,2025-05-06 17:57:55
99,44.424004,192.168.0.91,8352,10.0.0.222,ICMP,431,8,Info_20,2025-05-06 17:57:56
100,29.475647,192.168.0.140,1713,10.0.0.1,UDP,3670,246,Info_356,2025-05-06 17:57:57
101,42.105133,192.168.0.55,8158,10.0.0.227,ICMP,393,3,Info_136,2025-05-06 17:57:58
102,31.311554,192.168.0.117,1424,10.0.0.182,UDP,3661,286,Info_0,2025-05-06 17:57:59
103,43.278713,192.168.0.77,8292,10.0.0.223,ICMP,355,3,Info_620,2025-05-06 17:58:00
104,34.618275,192.168.0.78,986,10.0.0.139,ICMP,3791,331,Info_530,2025-05-06 17:58:01
105,46.575016,192.168.0.84,8491,10.0.0.184,TCP,514,8,Info_616,2025-05-06 17:58:02
106,30.480618,192.168.0.89,1170,10.0.0.155,ICMP,3630,265,Info_670,2025-05-06 17:58:03
107,43.818493,192.168.0.8,8211,10.0.0.167,TCP,458,5,Info_148,2025-05-06 17:58:04
108,26.8776,192.168.0.104,1372,10.0.0.142,ICMP,3393,217,Info_696,2025-05-06 17:58:05
109,41.63119,192.168.0.200,8016,10.0.0.139,TCP,407,16,Info_670,2025-05-06 17:58:06
110,24.934057,192.168.0.124,1552,10.0.0.97,ICMP,3159,199,Info_588,2025-05-06 17:58:07
111,42.64502,192.168.0.164,7991,10.0.0.98,TCP,556,16,Info_536,2025-05-06 17:58:08
112,20.607702,192.168.0.190,2045,10.0.0.76,UDP,2741,136,Info_868,2025-05-06 17:58:09
113,41.60045,192.168.0.95,7760,10.0.0.71,TCP,520,20,Info_114,2025-05-06 17:58:10
114,18.816023,192.168.0.228,2300,10.0.0.49,UDP,2535,113,Info_804,2025-05-06 17:58:11
115,39.44978,192.168.0.63,7594,10.0.0.70,TCP,276,14,Info_744,2025-05-06 17:58:12
116,22.20171,192.168.0.178,2028,10.0.0.242,UDP,2735,164,Info_658,2025-05-06 17:58:13
117,42.29303,192.168.0.69,7744,10.0.0.33,TCP,514,9,Info_514,2025-05-06 17:58:14
118,16.758959,192.168.0.6,2551,10.0.0.9,UDP,2333,74,Info_592,2025-05-06 17:58:15
119,38.505,192.168.0.202,7272,10.0.0.228,TCP,287,8,Info_588,2025-05-06 17:58:16
120,9.902697,192.168.0.123,3293,10.0.0.14,UDP,1820,1,Info_582,2025-05-06 17:58:17
